,ML_Strategy,ML_Strategy_RiskMgmt,Equal_Weight,Buy_Hold_SPY,Momentum_4W,Markowitz_Sharpe,Markowitz_MinVariance
2023-12-15,0.0055286484316389665,0.0055286484316389665,,,,,
2023-12-22,0.007511719072231293,0.007511719072231293,0.0024852353028445686,0.009204610828201787,0.003315683083351913,0.015888934820837183,0.00873013675678619
2023-12-29,-0.022999680195845973,-0.02619336569579278,0.007232952543874705,0.003504697561490522,0.00345265122987833,0.00459534329756766,0.004763784891550361
2024-01-05,0.015146597902021596,0.015146597902021596,-0.020318749845483628,-0.015547747785655597,-0.024307987231329948,-0.01129268246382097,-0.015324245772431704
2024-01-12,-0.022788851531232543,-0.022788851531232543,0.009842629923078649,0.0187211489143444,0.01779903374174315,0.005319824735209785,0.005676821682881315
2024-01-19,0.002714734720668646,0.002714734720668646,-0.0029575251437478738,0.012062599647562289,-0.005994469246192365,-0.0011529662053480242,-0.009029585380186493
2024-01-26,0.009994880517171522,0.009994880517171522,0.004280233929534782,0.010322741123064416,0.003890554137475188,0.0009269113885676541,-0.0009741348921213097
2024-02-02,0.016328739717905848,0.016328739717905848,0.010662293562990798,0.014238526086867376,0.01168795581035531,0.010229526666194309,0.013529613401711715
2024-02-09,-0.013034672626066245,-0.013034672626066245,0.00563927627809524,0.01385657934661677,0.009080811988875113,0.005461328733102547,-0.004798973864337935
2024-02-16,0.012873396731854779,0.012873396731854779,-0.004779327911364483,-0.0033719074221867373,-0.009937621465079222,-0.012476293632143387,-0.0066028424917149425
2024-02-23,0.012958451212544611,0.012958451212544611,0.013659043855329279,0.016696362435186574,0.01469771875937198,0.014302493450946906,0.013113491569621077
2024-03-01,0.001513876728744726,0.001513876728744726,0.01122716314501011,0.009845426799251822,0.009035296295556178,0.020696794465322535,0.015160834537258689
2024-03-08,-0.006732271485754061,-0.006732271485754061,0.010011097194411688,-0.002203373306034928,-0.002864293470203264,-0.01478871659074088,0.027329565995769804
2024-03-15,0.0178364425182743,0.0178364425182743,-0.011040392001295786,-0.003693426092394314,-0.0048135694511438985,-0.011154468863094643,-0.013167443378869428
2024-03-22,0.0024197117667651286,0.0024197117667651286,0.013527660740062553,0.02232116587882249,0.012238609226691363,0.017360848068204534,0.009394521364413004
2024-03-29,-0.011114840793119803,-0.011114840793119803,0.007451306905816147,0.0035686191746129303,0.011918650874501724,0.00621993564813242,0.016480714786571708
2024-04-05,-0.01179314041741678,-0.01179314041741678,-0.00021027674484657072,-0.008870705641692456,0.013685985288686699,0.02311768453718356,0.012973678833399664
2024-04-12,-0.010560518866318367,-0.010560518866318367,-0.008194473470678965,-0.014621067453657988,-0.0038271646910159975,0.003089978412081389,-0.002963552754546111
2024-04-19,0.023980754036787545,0.023980754036787545,-0.01967542562326246,-0.030713516687873144,-0.021839739401595448,-0.013192224691489942,-0.001609724845951844
2024-04-26,0.015367589216964263,0.015367589216964263,0.014498787940081592,0.026456094999596003,0.018748453374751912,-0.0006543587294571031,-0.005315203291847758
2024-05-03,0.011675414140518408,0.011675414140518408,0.009833751468864161,0.0059615157596506485,0.006880653171999188,-0.005433688421527199,-0.0012411440964852924
2024-05-10,0.019421902455508705,0.019421902455508705,0.012922283523836776,0.018678245222867762,0.015461667285024662,0.021496099060630998,0.01752516518970802
2024-05-17,1.369133507804062e-06,1.369133507804062e-06,0.02111033672354186,0.016530988403348434,0.02032541697637698,0.022368533450979066,0.019375023085818104
2024-05-24,-0.0119281403446402,-0.015809586199366787,-0.007723272970790096,-1.8887524789845678e-05,-0.0013002817164890672,-0.013376977666342084,-0.017299627750001222
2024-05-31,0.006501345740063021,0.006501345740063021,-0.012271889216315435,-0.003909791477787916,-0.01610357684543003,-0.00906711666712841,-0.00579199750877467
2024-06-07,0.027120108148225394,0.027120108148225394,0.00803514261780569,0.01259078066632524,0.017126247826654357,0.0038823072522970233,-0.0015299467582099231
2024-06-14,-0.0004947517737617186,-0.0004947517737617186,0.022032442036384478,0.01642291342858737,0.028708248845570918,0.029122846830509704,0.022545253703685014
2024-06-21,-0.0016086288782012764,-0.0016086288782012764,0.0007538052134693938,0.0031872950366631514,-0.0007488181787197827,-0.00048471101684521324,-0.0027190076053718957
2024-06-28,0.02717909885255654,0.026257877977272342,-0.005353254515144079,-0.0005325889331692091,-0.008654094085838985,-0.000820332050852223,-0.005331580290321775
2024-07-05,0.006391792000244153,0.006319498716646952,0.023036910035741757,0.01914666862665837,0.02107735647322184,0.03226089973743168,0.020329344605970072
2024-07-12,-0.039663461852155815,-0.039663461852155815,0.010378277934405468,0.009645896437328716,0.005604177849622934,0.0036977454532085216,0.011008750664352366
2024-07-19,-0.015536560085719566,-0.015536560085719566,-0.023204556282868105,-0.019643207914427085,-0.028507193011787203,-0.021342078171726873,-0.011558858509737983
2024-07-26,0.0017541043400415655,0.0017541043400415655,-0.009441020356953756,-0.008287946957139414,-0.013223497010271625,-0.013570062858988222,-0.004667526100517369
2024-08-02,-0.0061542622761617035,-0.005712855412175612,0.0016767033574004667,-0.021196091396664563,0.019013234708378714,0.0013182563863220458,0.01524738163420505
2024-08-09,0.035596996735947434,0.035596996735947434,-0.0018178425463490464,0.0001688872208669423,-0.007948689794947153,-0.0011787435253163404,-0.005750022476492579
2024-08-16,0.00901110853169239,0.00901110853169239,0.034420891108866904,0.04000075048312346,0.028448714226407747,0.03997667445741214,0.0314407464669241
2024-08-23,-0.00560123152177902,-0.004896923129820312,0.008870916707260168,0.014107629304901614,0.006594819041984371,0.003363451844588251,0.006864168489206033
2024-08-30,-0.025673080832761777,-0.025141660414065216,-0.007638290606827414,0.0027573692918008152,-0.010076006468743254,-0.0048281014502099,-0.004196467225433357
2024-09-06,0.03435137355783809,0.03435137227447499,-0.0213954796867587,-0.04137099063298311,-0.04531353551521048,-0.023353567976792094,-0.010100501596200531
2024-09-13,0.014863753896728874,0.01417061707975822,0.03360692191637886,0.04006588200458938,0.04153088399264419,0.04227048925819242,0.03141391563009845
2024-09-20,0.02844663303319448,0.02399565903038948,0.009134243242148642,0.011103005284603507,0.003551718565390493,0.014212197661960404,0.007563896553721472
2024-09-27,-0.0036364184899489345,-0.003219404228384167,0.017980235780951738,0.005666520017598042,0.004710969859037998,0.00934575101372591,0.006590752988472536
2024-10-04,-0.006222909300794886,-0.0062229093007948886,-0.003836549188026961,0.0026423084326385737,-0.009849572940820783,0.0011353096945291422,-0.004787817351532485
2024-10-11,0.008663357703856641,0.0012610260677856783,-0.001303437963815224,0.011518726657125944,0.0004418914379867118,0.0066687318189251246,0.0019311387873021677
2024-10-18,0.004746213892266141,0.004067456535515243,0.005369114286428878,0.008644190620794356,0.0054623599502792546,0.015657653316308345,0.013837602151889897
2024-10-25,-0.015073945262964433,-0.010466021322798854,-0.0070935225031178335,-0.009493833284866415,-0.008398807932184319,0.0021749117284996142,-0.003465061513632023
2024-11-01,0.02815964463795232,0.02659054656296147,-0.012234447588206134,-0.01381597126277978,-0.01103350245484199,-0.007688307557434866,-0.009569885832945272
2024-11-08,-0.023616378732967493,-0.023616378732967493,0.021247810436729474,0.04754483048472968,0.02815964463795232,0.011008453348059857,0.016288961439550737
2024-11-15,0.01019260056593182,0.009542776228227839,-0.03299091775097392,-0.02079606813888568,-0.03360793652236508,-0.04075303028822587,-0.032021511469488076
2024-11-22,0.010600249478466758,0.010453928624241202,0.020471713326144815,0.01666239863422958,0.030411276153272063,0.038274812913246664,0.03008569309059618
2024-11-29,0.008483391954684475,0.00839834635911235,0.008352904396562777,0.011821799801850386,0.019745838719781895,-0.005861918057149234,0.006573915910231534
2024-12-06,-0.008382221950143121,-0.008373978701397573,0.00978563816141993,0.008729566011119294,0.015346449689441247,0.009687718065157464,0.0007163811636714474
2024-12-13,-0.02656938131373206,-0.02399941360947442,-0.006705975017612143,-0.005922903538934765,-0.014383438781105817,0.005845308503216385,-0.009307018619485956
2024-12-20,-0.008486389974016623,-0.008402785268426092,-0.022667356378945125,-0.02161500140679573,-0.02146642701177622,-0.016376509327132895,-0.016788503884605063
2024-12-27,-0.0006443203374653171,-0.0005429718162868026,-0.0003668708134084708,0.006529645606022205,0.004919581889904823,0.0029454667021182965,-0.0006217497589924997
2025-01-03,-0.02076272275568743,-0.01870122859540517,-0.0010931980516608595,-0.0051427707097359,-0.0013670972187958723,-0.0008346428682370903,0.001209981418010864
2025-01-10,0.02762721402061825,0.020407244831483068,-0.013610333711440693,-0.01935974322155598,-0.0073129292828508765,-0.0048361287434998245,-0.005909145592669011
2025-01-17,0.021572172472186898,0.021513819116006642,0.021395781351830134,0.029440644972350993,0.020799565476061394,0.017788631488512636,0.018392202855156775
2025-01-24,-0.00995421212123385,-0.007343058127721393,0.015776097545970605,0.017386793400046896,0.019368001608961533,0.019711997459715386,0.017046024538580257
2025-01-31,0.009447378834139718,0.008835135655985305,-0.0023510871812494347,-0.010115630705462397,0.0024861198963376614,-0.0020533677905977743,0.0010350803236527655
2025-02-07,0.024366872973018417,0.01822758329174129,0.009711267341047058,-0.0017447077199164163,0.006704788413556336,0.01167846030958391,0.010405750160264467
2025-02-14,-0.007895445606395468,-0.012950242595046338,0.015942130987030567,0.01486425753616194,0.017309992525340007,0.0183332573922979,0.0094062425306349
2025-02-21,-0.027818699968047138,-0.021767003198875777,-0.001106413042277877,-0.016007872724290606,0.010968166132780658,-0.0011102892069512413,0.00037782697703014987
2025-02-28,-0.011037685333769377,-0.011029976263319807,-0.015481150971527448,-0.009600960096009747,-0.01125351431226999,-0.030402169872332123,-0.008021138905318064
2025-03-07,-0.005665046442621965,-0.005376195215339538,-0.008122863852571773,-0.03073142818674479,0.007450138891742989,-0.004984002996368938,-0.011422109346281876
2025-03-14,0.00494283643886931,0.005053482926070468,-0.0035276366347764205,-0.022763578274760388,0.009930131463064132,0.0006982390501992179,-0.00022785400053449567
2025-03-21,-0.009687483500984827,-0.009287873714783967,0.004444918674586207,0.0020788543202858722,0.005895221055186213,0.007178360091244326,0.0066110669390581096
2025-03-28,-0.05997067718951211,-0.05887012247145407,-0.008768743699596616,-0.014752296180715718,-0.0014476884251413136,0.0026885530835169986,0.0004857788643436358
2025-04-04,0.05819109512051922,0.057661626650120035,-0.049486276123427514,-0.09066695461253282,-0.019365028881164165,-0.04623440633889487,-0.03993292420665336
2025-04-11,-0.0025058725301057416,-0.0025284565229981484,0.03230692216380968,0.05672102596580131,0.009914399657669864,0.06759896781080599,0.029032726876236904
2025-04-18,0.04049184848329737,0.03387718912330916,0.0004314416182003236,-0.014102708169457356,0.012975723260528536,0.014891335739446485,0.008290145412044052
2025-04-25,0.022337520648274135,0.01808570885476668,0.0315216690136281,0.046028760851807515,0.01900852928307824,0.010709173226322092,0.017786957007606248
2025-05-02,0.005152387866266175,0.0038614938180977524,0.012835422029521681,0.029275025424960077,0.00015753142919043214,-0.007833145298695509,-0.0033070244279343837
2025-05-09,0.003727289808981394,0.0025702685823108303,0.002790659401419626,-0.004269884960124148,0.00790145045948835,0.020273966088662207,0.007338495139023007
2025-05-16,0.013682867952723471,0.011266059777469653,0.020405146940190647,0.05291136548888975,0.050568406453512196,-0.01030476866314859,-0.0015995633230806256
2025-05-23,0.0012162413526426667,0.00107232123934645,-0.0034275717357550965,-0.025395489734096333,-0.016523943601513397,0.027521517017826846,0.005520023119958436
2025-05-30,0.010702339038127638,0.009626708490257967,0.004476350467168256,0.01775137711315633,0.007258402787373034,-0.007513384144402502,0.004120542574166256
2025-06-06,0.017053010975188507,0.017201409230773814,0.012509539626496147,0.016542527019460795,0.018928010213380343,0.009325508422334264,0.004017092423756826
2025-06-13,0.0008657197019057779,0.0008543239429573473,0.008555757596586422,-0.003571786226925222,-0.0017026963846309788,0.022619621286811612,0.016035710876626252
2025-06-20,0.03760301728761997,0.02108222821123718,-0.007796450065886896,-0.004556113902847603,-0.012093163279305133,-0.014566384782575726,-0.008156977071709887
2025-06-27,0.005010606504327748,0.004632299927875943,0.0189466267924711,0.034714276098808616,0.015446320737957708,-0.007676526087643966,0.0045668425353061
2025-07-04,-0.005266906351453687,-0.005160562625080573,0.012114948026191376,0.016961831812785766,0.016139650066464412,0.018486552414443715,0.01098009938147691
2025-07-11,0.007734171837825241,0.005827247634494045,-0.0047385351137515744,-0.0027505037259730747,-0.005545489024537479,0.0029837657697161972,-0.003212975056699785
2025-07-18,0.011950840807825191,0.01079906666287517,0.005448662493527734,0.006350020846028093,0.012026800449974617,0.000804175559541173,-0.00039837408822293715
2025-07-25,-0.024159894440970518,-0.013594351601646182,0.008757092578761318,0.015169380796073773,0.011011700610549752,0.0019297121570637996,0.008145238363909752
2025-08-01,0.030268650956067317,0.01670502887366516,-0.01020149933676542,-0.024140637262596076,-0.013543524778733515,-0.005458896737232025,-0.0007402352760601816
2025-08-08,-0.00032758013841699017,-0.0007674922700092166,0.018924478607782083,0.02486649938879215,0.029303731074246553,0.018550665851220935,0.010511748220745397
2025-08-15,0.012745476401692168,0.00874872389250605,-0.0006709040543979362,0.009824539376628527,-0.007764109419010808,-0.010527095670133095,-0.0063561740618761995
2025-08-22,-0.008129235712887806,-0.007833623237960219,0.005038187713684406,0.002906253885365917,0.0003760412524272212,0.005376107525339593,0.007628542462965265
2025-08-29,0.012424974268718896,0.010465381127252886,0.00011810921570960592,-0.0004029071299065379,-0.006118726939813264,0.014369584899232271,0.005282303927208153
2025-09-05,0.015884333981447077,0.01580496471343342,0.017718500212633305,0.003395085652275087,0.008383693191368705,0.026504372657096646,0.022863253284960274
2025-09-12,0.015942523546370244,0.008959215220342973,0.019777367341811125,0.015712873122798232,0.02159680068841041,0.014153375099872788,0.016324775671010552
2025-09-19,-0.004392038756465596,-0.002250588026311836,0.009284169351655103,0.009567849591579192,0.0050740231808395295,0.010573695067681105,0.0038913608271012694
2025-09-26,0.014252706714030979,0.011568125964661478,0.0013619361985253821,-0.002832605092662366,0.005093909604971025,0.011936032205828295,0.0058049470939923985
2025-10-03,-0.023372145033335817,-0.012263129144131022,0.017787223650826745,0.011166178114895287,0.02412353835162473,0.023595905344063604,0.017002461490686974
2025-10-10,0.027696754697151802,0.021876760174192128,-0.008625476748229177,-0.0241927048310695,-0.010936009550916042,0.01088613653805518,0.007033936858153898
2025-10-17,0.008336668196549,0.007437648372328915,0.02904951068175561,0.017411411595356974,0.0404785962301634,0.04029582123021346,0.027043827074764867
2025-10-24,0.005040413571452625,0.004341871747761223,0.006323521374920182,0.019356101085205912,-0.002389997264100052,-0.01024437609157244,-0.0024411665264386234
2025-10-31,-0.01448374435002835,-0.013931871944729323,-0.0015341102813745122,0.007102251753414501,-0.011389994506678101,-0.011331785387549581,-0.01048753359228858
2025-11-07,0.004692789858579861,0.004610653062850542,-0.013601604495494548,-0.016259566607043197,-0.012728689630107018,-0.006606768346535772,-0.008254441484128145
2025-11-14,-0.013108255167393898,-0.012239474984781507,0.004091799305223231,0.0014307644156965615,0.0025011888813944263,0.013289250445124686,0.003831149994961277
2025-11-21,,,-0.016261665814012827,-0.019198428407721013,-0.02796739214148421,-0.010053935147105609,-0.005697590457050539
